label,steps,avg_turnover,p95_turnover,max_turnover,max_drawdown,avg_drawdown,total_return,volatility_ann,sharpe,avg_max_weight,avg_top5_weight
Baseline (reward_v1),1003,0.013773300486281588,0.0536814152364968,0.15373393520712852,0.08670474313209064,0.024949193173582015,0.15217444036925554,0.056815952559383154,0.6554433953205294,0.06930868621221033,0.21626020845857746
Candidate (reward_v2),1003,0.00943867062299415,0.052063316630665185,0.1825815330957994,0.10303487812941059,0.03197212977854922,0.06520890708890881,0.06394752983947861,0.2803709432918046,0.059815876297318445,0.19037379239428628
